Algorithm,WaitTime_Count,WaitTime_Mean,WaitTime_Std,WaitTime_CV,WaitTime_Min,WaitTime_Median,WaitTime_Max,Turnaround_Count,Turnaround_Mean,Turnaround_Std,Turnaround_CV,Turnaround_Min,Turnaround_Median,Turnaround_Max
Loteria,17,8.647058823529411,7.305316355834532,0.8448325037359663,0,8.0,23,17,13.941176470588236,8.1965738897061,0.5879398992616189,1,12.0,30
Prioridade,18,5.5,5.823380865603962,1.058796521018902,0,4.5,18,18,10.666666666666666,7.104265495833761,0.6660248902344151,1,10.0,25
